,Brands,Ton,Star,Type,Color,Condenser_Coil,Noise(dB),Noise(dB)_Range,Power_Consumption(kWh),Power_Range(kWh),Refrigerant,Wi_Fi Enabled,Product_Warranty(Years),PCB_Warranty(Years),Compressor_Warranty(Years),Condenser_Warranty(Years),ODU_Casing_Warranty(Years),Ratings_Count,Reviews_Count,Avg_star,Avg_star_Range,Offer_Price(₹),Offer_Price_Range(₹),Actual_Price(₹),Act_Price_Range(₹),Discount(%),Merged,Types
468,Haier,1.0,3,Split Inverter,"White, Brown",Copper,40.0,"(35, 40]",1920.0,"(1500,2000]",R32,No,1,1,10,1,1,5.0,1.0,0.0,"(-0.5,0.0]",40431.0,"(40000,45000]",68500.0,"(65000,70000]",41.0,Haier 1.0 Ton 3.0 Star,Split
469,Panasonic,1.5,3,Split Inverter,White,Copper,47.0,"(45, 50]",1016.0,"(1000,1500]",R32,No,1,5,10,1,1,4.0,0.0,2.8,"(2.5,3.0]",35170.0,"(35000,40000]",53000.0,"(50000,55000]",34.0,Panasonic 1.5 Ton 3.0 Star,Split
470,White Westing House,1.0,3,Split,White,Copper,43.0,"(40, 45]",1536.0,"(1500,2000]",R32,No,1,1,5,1,1,0.0,0.0,0.0,"(-0.5,0.0]",33999.0,"(30000,35000]",41990.0,"(40000,45000]",19.0,White Westing House 1.0 Ton 3.0 Star,Split
471,Hitachi,1.0,3,Window,White,Copper,50.0,"(45, 50]",2144.0,"(2000,2500]",R22,No,1,1,1,1,1,3611.0,409.0,4.2,"(4.0,4.5]",23999.0,"(20000,25000]",25190.0,"(25000,30000]",5.0,Hitachi 1.0 Ton 3.0 Star,Window
472,Voltas,1.5,4,Split Inverter,White,Copper,46.0,"(45, 50]",2432.0,"(2000,2500]",R32,No,1,1,1,1,1,3710.0,494.0,4.2,"(4.0,4.5]",35990.0,"(35000,40000]",58990.0,"(55000,60000]",39.0,Voltas 1.5 Ton 4.0 Star,Split
473,Samsung,1.5,3,Split Inverter,White,Copper,45.0,"(40, 45]",1671.0,"(1500,2000]",R32,No,1,1,10,5,1,49.0,6.0,4.1,"(4.0,4.5]",43598.0,"(40000,45000]",53990.0,"(50000,55000]",19.0,Samsung 1.5 Ton 3.0 Star,Split
474,Hitachi,1.5,5,Split Inverter,White,Copper,60.0,"(55, 60]",2480.0,"(2000,2500]",R32A,No,1,1,10,1,1,6.0,0.0,0.0,"(-0.5,0.0]",40999.0,"(40000,45000]",55190.0,"(55000,60000]",26.0,Hitachi 1.5 Ton 5.0 Star,Split
475,Croma,1.5,5,Split Inverter,White,Copper,49.0,"(45, 50]",2184.0,"(2000,2500]",R32,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",41490.0,"(40000,45000]",55000.0,"(50000,55000]",25.0,Croma 1.5 Ton 5.0 Star,Split
476,Voltas,1.5,3,Split Inverter,White,Copper,45.0,"(40, 45]",2620.0,"(2500,3000]",R32,No,1,1,5,1,1,8.0,1.0,3.5,"(3.0,3.5]",38490.0,"(35000,40000]",54990.0,"(50000,55000]",30.0,Voltas 1.5 Ton 3.0 Star,Split
477,Hitachi,2.0,3,Split Inverter,White,Copper,37.0,"(35, 40]",1282.0,"(1000,1500]",R32A,No,1,1,10,1,1,6.0,0.0,4.2,"(4.0,4.5]",50599.0,"(50000,55000]",63200.0,"(60000,65000]",20.0,Hitachi 2.0 Ton 3.0 Star,Split
478,Croma,2.0,3,Split Inverter,White,Copper,40.0,"(35, 40]",3152.0,"(3000,3500]",R32,No,1,1,10,1,1,0.0,0.0,0.0,"(-0.5,0.0]",46490.0,"(45000,50000]",60000.0,"(55000,60000]",23.0,Croma 2.0 Ton 3.0 Star,Split
479,Livpure,1.5,3,Split Inverter Smart,White,Copper,48.0,"(45, 50]",2560.0,"(2500,3000]",R32,Yes,1,1,10,1,1,2581.0,577.0,4.2,"(4.0,4.5]",35990.0,"(35000,40000]",44990.0,"(40000,45000]",20.0,Livpure 1.5 Ton 3.0 Star,Split
480,Samsung,1.5,3,Split Inverter,White,Copper,53.0,"(50, 55]",2720.0,"(2500,3000]",R32,No,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",35299.0,"(35000,40000]",42500.0,"(40000,45000]",17.0,Samsung 1.5 Ton 3.0 Star,Split
481,Daikin,1.0,5,Split Inverter,White,Copper,31.0,"(30, 35]",1315.0,"(1000,1500]",R32,No,1,1,5,1,1,479.0,76.0,4.2,"(4.0,4.5]",43989.0,"(40000,45000]",52700.0,"(50000,55000]",17.0,Daikin 1.0 Ton 5.0 Star,Split
482,Lg,1.5,5,Split Dual Inverter,"White, Purple",Copper,31.0,"(30, 35]",819.0,"(500,1000]",R32A,No,1,5,10,1,1,4.0,0.0,3.5,"(3.0,3.5]",45990.0,"(45000,50000]",76990.0,"(75000,80000]",40.0,Lg 1.5 Ton 5.0 Star,Split
483,Blue Star,1.5,3,Split Inverter,White,Copper,40.0,"(35, 40]",1127.0,"(1000,1500]",R32A,No,1,1,10,1,1,3.0,0.0,0.0,"(-0.5,0.0]",38999.0,"(35000,40000]",49500.0,"(45000,50000]",21.0,Blue Star 1.5 Ton 3.0 Star,Split
484,Toshiba,1.5,5,Split Inverter,White,Copper,38.0,"(35, 40]",2512.0,"(2500,3000]",R32,No,1,1,5,1,1,1.0,1.0,1.0,"(0.5,1.0]",49000.0,"(45000,50000]",62000.0,"(60000,65000]",21.0,Toshiba 1.5 Ton 5.0 Star,Split
485,Voltas,1.5,5,Window,White,Copper,54.0,"(50, 55]",2392.0,"(2000,2500]",R22,No,1,1,4,1,1,63.0,5.0,4.2,"(4.0,4.5]",32499.0,"(30000,35000]",32890.0,"(30000,35000]",1.0,Voltas 1.5 Ton 5.0 Star,Window
486,Toshiba,1.5,3,Split Inverter,White,Copper,39.0,"(35, 40]",2656.0,"(2500,3000]",R32,No,1,1,5,1,1,19.0,4.0,3.9,"(3.5,4.0]",40500.0,"(40000,45000]",54300.0,"(50000,55000]",25.0,Toshiba 1.5 Ton 3.0 Star,Split
487,Samsung,1.0,5,Split Inverter,White,Copper,42.0,"(40, 45]",791.0,"(500,1000]",R32,No,1,1,10,5,1,6.0,0.0,4.8,"(4.5,5.0]",43599.0,"(40000,45000]",54990.0,"(50000,55000]",21.0,Samsung 1.0 Ton 5.0 Star,Split
488,Midea,1.0,3,Split Inverter,White,Copper,33.0,"(30, 35]",1872.0,"(1500,2000]",R32A,No,1,1,10,1,1,8216.0,1203.0,0.0,"(-0.5,0.0]",29999.0,"(25000,30000]",50190.0,"(50000,55000]",40.0,Midea 1.0 Ton 3.0 Star,Split
489,Gazhal,1.5,3,Split Inverter,Off Whitee,Copper,42.0,"(40, 45]",2261.0,"(2000,2500]",R32,No,1,1,1,1,1,0.0,0.0,0.0,"(-0.5,0.0]",35749.0,"(35000,40000]",44480.0,"(40000,45000]",20.0,Gazhal 1.5 Ton 3.0 Star,Split
490,Lg,1.5,5,Split Dual Inverter,White,Copper,31.0,"(30, 35]",819.0,"(500,1000]",R32,No,1,1,10,1,1,11.0,2.0,3.5,"(3.0,3.5]",44990.0,"(40000,45000]",69990.0,"(65000,70000]",36.0,Lg 1.5 Ton 5.0 Star,Split
491,Panasonic,1.5,5,Split Inverter,White,Copper,48.0,"(45, 50]",841.0,"(500,1000]",R32,No,1,1,1,1,1,3.0,0.0,4.5,"(4.0,4.5]",41590.0,"(40000,45000]",54500.0,"(50000,55000]",24.0,Panasonic 1.5 Ton 5.0 Star,Split
492,Gazhal,1.5,3,Split,Off Whitee,Copper,42.0,"(40, 45]",2261.0,"(2000,2500]",R32,No,1,1,1,1,1,0.0,0.0,0.0,"(-0.5,0.0]",33749.0,"(30000,35000]",41980.0,"(40000,45000]",20.0,Gazhal 1.5 Ton 3.0 Star,Split
493,Gazhal,1.0,3,Split Inverter,Off Whitee,Copper,42.0,"(40, 45]",2261.0,"(2000,2500]",R32,No,1,1,1,1,1,0.0,0.0,0.0,"(-0.5,0.0]",35995.0,"(35000,40000]",44980.0,"(40000,45000]",20.0,Gazhal 1.0 Ton 3.0 Star,Split
494,Haier,1.5,3,Split Inverter,White,Copper,41.0,"(40, 45]",2322.0,"(2000,2500]",R32,No,5,1,12,1,1,5.0,1.0,0.0,"(-0.5,0.0]",38490.0,"(35000,40000]",68490.0,"(65000,70000]",44.0,Haier 1.5 Ton 3.0 Star,Split
495,Gazhal,1.0,3,Split Inverter,Off Whitee,Copper,42.0,"(40, 45]",2261.0,"(2000,2500]",R32,No,1,1,1,1,1,0.0,0.0,0.0,"(-0.5,0.0]",34499.0,"(30000,35000]",41980.0,"(40000,45000]",18.0,Gazhal 1.0 Ton 3.0 Star,Split
496,Daikin,1.0,5,Split Inverter,White,Copper,26.0,"(25, 30]",1598.0,"(1500,2000]",R32,No,1,1,10,1,1,20.0,1.0,3.7,"(3.5,4.0]",36700.0,"(35000,40000]",47700.0,"(45000,50000]",23.0,Daikin 1.0 Ton 5.0 Star,Split
497,Daikin,1.5,5,Split Inverter,White,Copper,45.0,"(40, 45]",824.0,"(500,1000]",R32,No,1,1,1,1,1,5.0,0.0,4.2,"(4.0,4.5]",45499.0,"(45000,50000]",55000.0,"(50000,55000]",17.0,Daikin 1.5 Ton 5.0 Star,Split
498,Hitachi,1.5,3,Window Inverter,White,Copper,50.0,"(45, 50]",2046.0,"(2000,2500]",R410A,No,1,1,10,1,1,60.0,10.0,3.5,"(3.0,3.5]",32490.0,"(30000,35000]",34790.0,"(30000,35000]",7.0,Hitachi 1.5 Ton 3.0 Star,Window
499,Toshiba,1.0,5,Split Inverter,White,Copper,36.0,"(35, 40]",1680.0,"(1500,2000]",R32,No,1,1,5,1,1,3.0,0.0,3.7,"(3.5,4.0]",39000.0,"(35000,40000]",50000.0,"(45000,50000]",22.0,Toshiba 1.0 Ton 5.0 Star,Split
500,Godrej,1.5,3,Split Inverter,White,Copper,40.0,"(35, 40]",1056.0,"(1000,1500]",R290A,No,1,1,10,1,1,9.0,0.0,3.2,"(3.0,3.5]",32320.0,"(30000,35000]",45990.0,"(45000,50000]",30.0,Godrej 1.5 Ton 3.0 Star,Split
501,Croma,1.5,3,Portable,White,Copper,56.0,"(55, 60]",3680.0,"(3500,4000]",R410A,No,1,1,1,1,1,20.0,3.0,3.6,"(3.5,4.0]",39990.0,"(35000,40000]",45000.0,"(40000,45000]",11.0,Croma 1.5 Ton 3.0 Star,Portable
502,Daikin,1.0,3,Split Inverter,White,Copper,51.0,"(50, 55]",1776.0,"(1500,2000]",R32,No,1,1,1,1,1,60.0,10.0,4.0,"(3.5,4.0]",30790.0,"(30000,35000]",44300.0,"(40000,45000]",30.0,Daikin 1.0 Ton 3.0 Star,Split
503,Hitachi,2.0,2,Window Inverter,White,Copper,50.0,"(45, 50]",2774.0,"(2500,3000]",R32A,No,1,1,5,1,1,6.0,2.0,2.7,"(2.5,3.0]",34490.0,"(30000,35000]",34990.0,"(30000,35000]",1.0,Hitachi 2.0 Ton 2.0 Star,Window
504,Hitachi,1.0,3,Split Inverter,White,Copper,37.0,"(35, 40]",1920.0,"(1500,2000]",R32A,No,1,1,10,1,1,25.0,4.0,2.9,"(2.5,3.0]",32799.0,"(30000,35000]",43800.0,"(40000,45000]",25.0,Hitachi 1.0 Ton 3.0 Star,Split
505,Hitachi,1.5,3,Split Inverter,Gold,Copper,37.0,"(35, 40]",2360.0,"(2000,2500]",R32A,No,1,1,5,1,1,6.0,0.0,3.3,"(3.0,3.5]",36999.0,"(35000,40000]",45000.0,"(40000,45000]",18.0,Hitachi 1.5 Ton 3.0 Star,Split
506,Voltas,1.5,3,Split Inverter,White,Copper,45.0,"(40, 45]",2620.0,"(2500,3000]",R32,Yes,1,1,5,1,1,15.0,2.0,3.4,"(3.0,3.5]",34490.0,"(30000,35000]",59390.0,"(55000,60000]",42.0,Voltas 1.5 Ton 3.0 Star,Split
507,Onida,1.0,3,Split Inverter,White,Copper,28.0,"(25, 30]",1576.0,"(1500,2000]",R32A,No,1,1,5,1,1,6.0,0.0,2.8,"(2.5,3.0]",27490.0,"(25000,30000]",45990.0,"(45000,50000]",40.0,Onida 1.0 Ton 3.0 Star,Split
